YEAR,MO,DY,WS10M
2021,2,4,2.67
2021,2,5,2.95
2021,2,6,2.1
2021,2,7,2.24
2021,2,8,2.87
2021,2,9,2.3
2021,2,10,3.1
2021,2,11,2.46
2021,2,12,3.05
2021,2,13,2.25
2021,2,14,2.57
2021,2,15,1.95
2021,2,16,2.52
2021,2,17,3.11
2021,2,18,2.72
2021,2,19,2.5
2021,2,20,2.53
2021,2,21,2.84
2021,2,22,2.41
2021,2,23,2.02
2021,2,24,1.91
2021,2,25,1.98
2021,2,26,2.09
2021,2,27,2.35
2021,2,28,2.84
2021,3,1,1.8
2021,3,2,2.2
2021,3,3,2.3
2021,3,4,2.13
2021,3,5,2.25
2021,3,6,1.82
2021,3,7,2.24
2021,3,8,2.23
2021,3,9,2.27
2021,3,10,3.17
2021,3,11,1.88
2021,3,12,1.81
2021,3,13,1.45
2021,3,14,2.11
2021,3,15,1.76
2021,3,16,1.89
2021,3,17,2.34
2021,3,18,1.98
2021,3,19,2.41
2021,3,20,1.88
2021,3,21,2.3
2021,3,22,2.3
2021,3,23,2.61
2021,3,24,1.95
2021,3,25,1.93
2021,3,26,2.45
2021,3,27,2.41
2021,3,28,1.84
2021,3,29,1.8
2021,3,30,1.64
2021,3,31,2.08
