YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2013,3,25,5.09,7.49,0.48,376.38,99.25,142.73,13.92,0.46,2.41
2013,3,26,3.7,7.44,0.35,377.34,72.88,140.34,10.59,0.34,1.8
2013,3,27,5.42,7.35,0.52,372.18,104.83,138.49,14.44,0.46,2.42
2013,3,28,4.2,7.24,0.4,376.93,81.93,135.62,11.45,0.37,1.9
2013,3,29,4.57,7.22,0.44,371.59,88.35,135.37,12.12,0.39,2.06
2013,3,30,3.87,7.12,0.37,386.39,75.78,133.86,10.58,0.35,1.83
2013,3,31,4.86,7.17,0.47,380.17,93.97,135.31,12.84,0.41,2.12
2013,4,1,3.58,7.27,0.34,379.73,71.28,138.18,10.02,0.33,1.7
2013,4,2,3.33,7.69,0.32,353.3,64.93,143.38,9.6,0.33,1.73
2013,4,3,4.74,7.26,0.45,374.2,93.14,137.09,12.98,0.42,2.2
2013,4,4,3.74,7.41,0.36,380.67,75.37,142.1,10.93,0.35,1.84
2013,4,5,4.26,7.25,0.41,369.05,84.52,137.07,11.84,0.38,1.99
2013,4,6,4.41,7.14,0.42,376.75,86.64,134.71,11.91,0.38,2.0
2013,4,7,4.29,7.13,0.41,382.92,84.48,134.3,11.73,0.38,2.0
2013,4,8,3.97,7.15,0.38,393.33,78.93,134.95,11.13,0.36,1.88
2013,4,9,4.86,7.26,0.47,375.48,94.62,136.4,13.05,0.41,2.14
2013,4,10,4.57,7.02,0.44,381.98,87.41,131.04,11.95,0.38,1.93
2013,4,11,4.74,6.98,0.46,380.59,91.55,131.1,12.44,0.38,2.02
2013,4,12,4.12,6.81,0.4,380.0,79.78,127.26,10.74,0.33,1.69
2013,4,13,4.23,7.05,0.41,383.71,82.47,132.62,11.41,0.35,1.84
2013,4,14,3.51,6.96,0.34,381.54,68.59,130.95,9.58,0.3,1.55
2013,4,15,4.21,7.18,0.41,385.63,81.93,135.48,11.58,0.37,1.88
2013,4,16,4.78,7.29,0.46,379.86,93.37,138.44,13.1,0.41,2.09
2013,4,17,4.12,7.25,0.4,377.52,80.38,137.38,11.3,0.37,1.91
2013,4,18,4.75,7.58,0.46,353.43,91.41,141.96,13.21,0.44,2.27
2013,4,19,4.13,7.3,0.4,374.96,80.45,138.66,11.64,0.38,1.96
2013,4,20,2.61,7.04,0.25,384.88,52.8,134.2,7.7,0.24,1.27
2013,4,21,4.82,7.27,0.47,367.28,94.34,137.37,13.27,0.43,2.27
2013,4,22,4.51,7.22,0.44,374.21,89.24,137.57,12.62,0.41,2.15
2013,4,23,4.73,7.09,0.46,379.48,92.3,133.91,12.87,0.41,2.09
2013,4,24,4.78,7.3,0.47,386.12,93.52,139.12,13.19,0.41,2.18
2013,4,25,4.8,7.42,0.47,383.87,94.67,142.01,13.63,0.44,2.28
2013,4,26,4.88,7.41,0.48,379.92,95.63,141.8,13.66,0.43,2.24
2013,4,27,4.81,7.05,0.47,368.55,93.09,131.52,12.81,0.4,2.08
2013,4,28,4.34,7.19,0.43,383.5,85.59,136.66,12.23,0.39,2.02
2013,4,29,3.5,7.08,0.34,382.56,69.37,135.03,10.07,0.32,1.67
2013,4,30,5.04,7.34,0.5,379.41,98.63,140.24,13.95,0.44,2.27
2013,5,1,3.81,7.27,0.38,381.88,74.5,138.66,11.07,0.36,1.87
2013,5,2,4.3,7.18,0.42,383.04,84.58,137.36,12.04,0.38,1.99
2013,5,3,4.54,7.16,0.45,379.66,89.53,137.09,12.73,0.4,2.06
2013,5,4,5.04,7.52,0.5,358.71,95.8,140.6,13.96,0.46,2.39
2013,5,5,3.82,7.18,0.38,373.18,74.9,136.92,11.02,0.37,1.88
2013,5,6,4.68,7.06,0.47,380.12,92.27,134.87,12.95,0.41,2.18
2013,5,7,2.89,7.07,0.29,371.16,57.57,134.39,8.57,0.29,1.49
2013,5,8,4.9,6.87,0.49,373.2,94.59,129.71,13.01,0.4,2.05
2013,5,9,3.49,7.02,0.35,381.82,67.9,133.38,9.97,0.31,1.6
2013,5,10,4.48,7.09,0.45,390.24,88.21,135.8,12.39,0.38,1.98
2013,5,11,3.78,7.19,0.38,380.08,74.25,137.12,10.95,0.35,1.82
2013,5,12,4.45,7.1,0.45,376.5,86.99,135.02,12.34,0.38,1.99
2013,5,13,3.59,7.06,0.36,388.24,69.62,135.06,10.27,0.32,1.64
2013,5,14,4.08,7.02,0.41,380.84,79.4,133.93,11.49,0.36,1.86
2013,5,15,3.39,6.85,0.34,377.4,66.07,130.18,9.58,0.31,1.61
2013,5,16,3.46,6.87,0.35,386.55,67.47,130.23,9.78,0.31,1.6
2013,5,17,3.29,6.98,0.34,384.22,64.62,133.34,9.57,0.3,1.57
2013,5,18,4.69,7.03,0.48,379.96,90.98,133.57,12.67,0.4,2.06
2013,5,19,3.72,6.96,0.38,382.46,72.38,132.36,10.48,0.34,1.71
2013,5,20,4.14,7.23,0.42,361.29,78.23,135.23,11.58,0.38,1.98
2013,5,21,3.28,7.18,0.34,379.71,64.58,138.3,9.68,0.31,1.59
2013,5,22,4.17,6.95,0.42,383.02,80.59,133.34,11.68,0.37,1.9
2013,5,23,3.52,6.88,0.36,364.13,68.34,130.69,9.94,0.31,1.6
2013,5,24,4.21,7.0,0.43,380.19,81.39,133.21,11.77,0.38,1.91
2013,5,25,4.75,6.98,0.48,381.34,92.23,133.33,12.95,0.4,2.07
2013,5,26,3.6,6.78,0.37,389.23,70.06,129.02,10.12,0.32,1.65
2013,5,27,4.6,6.86,0.47,377.7,88.67,130.85,12.56,0.39,2.03
2013,5,28,3.54,6.85,0.36,376.96,67.96,130.67,9.97,0.31,1.6
2013,5,29,4.56,6.78,0.47,378.82,88.2,128.96,12.16,0.38,1.94
2013,5,30,4.26,6.84,0.44,375.8,83.32,130.19,11.78,0.36,1.83
2013,5,31,2.74,6.99,0.28,377.55,54.13,133.55,8.11,0.25,1.27
2013,6,1,5.0,6.89,0.52,368.45,96.21,131.12,13.3,0.41,2.09
2013,6,2,5.47,6.96,0.56,368.69,104.98,132.62,14.29,0.43,2.21
2013,6,3,4.65,6.83,0.48,377.09,88.99,129.63,12.41,0.37,1.85
2013,6,4,4.49,6.92,0.46,369.46,85.3,130.73,12.08,0.36,1.8
2013,6,5,4.42,7.01,0.45,348.38,81.43,128.28,11.59,0.36,1.84
2013,6,6,4.07,6.78,0.42,374.11,77.37,127.23,10.96,0.33,1.68
2013,6,7,3.73,6.59,0.38,384.43,71.41,125.01,10.0,0.3,1.49
2013,6,8,4.07,6.61,0.42,366.73,77.02,124.09,10.72,0.32,1.63
2013,6,9,4.42,6.95,0.46,364.96,83.28,131.08,11.69,0.34,1.73
2013,6,10,3.92,6.82,0.41,382.13,74.93,129.55,10.79,0.33,1.64
2013,6,11,3.61,6.73,0.38,388.55,69.41,127.88,10.06,0.31,1.57
2013,6,12,4.49,6.84,0.47,374.58,86.7,129.48,12.2,0.38,1.91
2013,6,13,4.66,6.66,0.48,377.05,89.24,126.18,12.19,0.37,1.91
2013,6,14,3.69,6.55,0.38,400.53,72.55,126.91,10.29,0.31,1.61
2013,6,15,4.2,6.67,0.44,378.35,80.49,126.23,11.24,0.34,1.71
2013,6,16,4.32,6.91,0.45,376.61,83.17,131.33,11.69,0.35,1.81
2013,6,17,4.51,6.77,0.47,376.8,86.88,128.42,11.97,0.35,1.79
2013,6,18,4.59,6.66,0.48,376.0,88.34,126.45,12.2,0.36,1.82
2013,6,19,4.3,6.7,0.45,374.83,82.62,126.85,11.59,0.34,1.73
2013,6,20,4.24,6.8,0.44,373.55,81.31,128.38,11.5,0.34,1.76
2013,6,21,5.0,7.05,0.52,345.46,93.59,130.14,13.17,0.4,2.04
2013,6,22,4.57,6.76,0.48,372.02,87.91,128.59,12.12,0.36,1.81
2013,6,23,4.18,6.74,0.44,380.07,80.27,128.63,11.28,0.34,1.73
2013,6,24,3.92,6.7,0.41,366.21,75.21,126.59,10.69,0.33,1.66
2013,6,25,3.93,6.57,0.41,380.15,75.63,124.35,10.6,0.32,1.66
2013,6,26,4.78,6.87,0.5,377.77,91.89,130.66,12.74,0.38,1.95
2013,6,27,4.09,6.76,0.42,387.47,77.43,128.44,11.04,0.33,1.65
2013,6,28,4.05,6.86,0.42,370.93,77.58,130.45,11.17,0.34,1.7
2013,6,29,4.23,6.83,0.44,370.69,81.21,129.18,11.38,0.33,1.66
2013,6,30,3.58,6.78,0.38,377.46,69.15,129.06,9.99,0.3,1.53
2013,7,1,3.96,6.76,0.41,378.01,76.08,128.51,10.88,0.33,1.68
2013,7,2,4.24,6.82,0.44,370.41,81.6,129.33,11.36,0.33,1.66
2013,7,3,4.47,6.87,0.46,367.6,85.77,130.31,11.95,0.34,1.68
2013,7,4,4.63,6.88,0.48,372.93,89.2,130.24,12.45,0.35,1.8
2013,7,5,4.36,6.65,0.45,378.14,83.12,125.02,11.52,0.34,1.72
2013,7,6,4.72,6.8,0.49,371.25,90.91,129.06,12.59,0.36,1.84
2013,7,7,4.6,7.13,0.48,356.55,85.91,132.34,12.17,0.38,1.91
2013,7,8,4.78,6.91,0.49,373.55,91.74,131.12,12.72,0.38,1.95
2013,7,9,4.14,6.66,0.43,379.04,78.62,125.89,10.99,0.34,1.71
2013,7,10,3.57,6.41,0.37,366.86,67.45,119.22,9.33,0.28,1.41
2013,7,11,4.17,6.66,0.43,374.59,79.69,125.09,11.02,0.33,1.65
2013,7,12,3.77,6.9,0.39,387.7,72.35,131.03,10.51,0.32,1.59
2013,7,13,4.71,6.91,0.48,388.49,90.77,132.0,12.52,0.35,1.81
2013,7,14,4.51,6.8,0.46,376.4,86.09,128.35,11.96,0.34,1.73
2013,7,15,3.67,6.66,0.38,374.93,69.93,125.3,9.79,0.28,1.41
2013,7,16,3.92,6.67,0.41,391.77,76.37,127.99,10.61,0.3,1.48
2013,7,17,3.78,6.64,0.39,373.56,70.67,124.71,9.96,0.29,1.48
2013,7,18,3.7,6.82,0.38,364.94,69.9,128.15,9.99,0.29,1.47
2013,7,19,3.78,6.79,0.39,376.7,71.47,126.52,10.12,0.3,1.48
2013,7,20,3.97,6.67,0.41,377.09,76.7,125.88,10.7,0.31,1.59
2013,7,21,4.33,6.84,0.45,372.3,82.48,128.27,11.56,0.34,1.76
2013,7,22,4.43,7.06,0.45,379.7,85.09,133.49,12.16,0.37,1.85
2013,7,23,3.9,7.25,0.4,360.81,73.01,134.7,10.7,0.32,1.61
2013,7,24,5.4,7.05,0.55,367.36,102.61,132.7,13.98,0.4,2.05
2013,7,25,4.4,6.69,0.45,380.12,84.86,126.11,11.62,0.34,1.73
2013,7,26,4.88,6.9,0.5,361.37,93.36,130.28,13.01,0.39,1.98
2013,7,27,5.01,6.85,0.51,369.35,96.41,129.69,13.15,0.39,1.98
2013,7,28,4.44,6.88,0.45,382.28,84.91,129.63,11.86,0.36,1.86
2013,7,29,4.1,6.78,0.41,387.03,77.42,126.62,10.8,0.33,1.66
2013,7,30,3.81,6.87,0.38,379.46,72.55,128.9,10.19,0.31,1.58
2013,7,31,3.98,6.96,0.41,376.1,76.98,131.53,10.8,0.31,1.59
2013,8,1,3.86,6.81,0.39,393.05,76.05,131.45,10.73,0.31,1.59
2013,8,2,4.02,6.87,0.41,386.55,78.28,129.67,11.02,0.32,1.63
2013,8,3,4.83,7.0,0.48,382.27,93.84,133.59,13.09,0.38,1.91
2013,8,4,4.23,6.93,0.43,377.16,82.45,131.26,11.53,0.34,1.7
2013,8,5,4.81,7.2,0.48,373.34,92.99,136.72,13.1,0.38,1.91
2013,8,6,4.11,7.17,0.41,383.09,80.12,136.73,11.69,0.35,1.76
2013,8,7,4.13,7.03,0.41,376.2,80.73,133.4,11.53,0.34,1.73
2013,8,8,3.28,7.26,0.33,352.46,63.73,135.43,9.43,0.29,1.46
2013,8,9,4.31,6.97,0.43,376.12,84.59,132.19,11.89,0.36,1.84
2013,8,10,3.24,7.15,0.32,376.85,65.01,137.56,9.52,0.29,1.47
2013,8,11,4.04,7.09,0.41,363.85,78.78,134.09,11.35,0.36,1.82
2013,8,12,4.55,7.08,0.45,376.91,88.95,134.92,12.51,0.38,1.95
2013,8,13,4.34,7.12,0.43,383.38,85.32,135.56,12.13,0.38,1.95
2013,8,14,4.49,7.13,0.45,392.84,88.62,136.63,12.61,0.38,1.98
2013,8,15,3.91,7.15,0.39,380.12,76.97,135.42,11.03,0.33,1.69
2013,8,16,4.37,6.91,0.44,370.16,84.31,129.95,11.77,0.35,1.77
2013,8,17,3.71,6.98,0.37,384.62,71.98,131.69,10.23,0.31,1.6
2013,8,18,4.18,6.92,0.41,381.48,81.3,130.77,11.17,0.34,1.72
2013,8,19,3.78,6.96,0.38,380.84,73.59,131.1,10.22,0.31,1.59
2013,8,20,4.44,6.81,0.44,373.01,84.52,126.76,11.38,0.34,1.73
2013,8,21,4.35,7.03,0.43,377.1,84.27,132.17,11.75,0.35,1.81
2013,8,22,4.23,7.19,0.41,373.81,81.5,135.56,11.49,0.34,1.74
2013,8,23,4.62,7.08,0.45,374.52,88.12,133.09,12.34,0.37,1.86
2013,8,24,3.08,7.04,0.3,357.78,59.29,128.67,8.53,0.27,1.34
2013,8,25,4.27,7.03,0.42,370.16,82.91,132.43,11.51,0.34,1.7
2013,8,26,4.29,7.17,0.42,379.6,83.21,136.64,11.84,0.35,1.78
2013,8,27,3.99,6.94,0.39,364.49,77.02,129.21,10.59,0.31,1.58
2013,8,28,3.56,6.78,0.35,385.14,69.22,125.93,9.5,0.28,1.45
2013,8,29,4.1,6.96,0.4,380.77,79.3,129.48,10.91,0.32,1.65
2013,8,30,4.53,7.13,0.45,383.99,88.02,134.09,12.19,0.37,1.87
2013,8,31,4.04,7.14,0.4,381.49,77.02,132.81,10.81,0.33,1.67
2013,9,1,4.67,7.34,0.45,375.24,91.1,138.25,12.88,0.39,2.02
2013,9,2,5.05,7.2,0.49,378.46,100.07,137.65,13.87,0.41,2.15
2013,9,3,4.52,7.32,0.45,376.1,88.59,138.79,12.62,0.38,1.96
2013,9,4,4.65,7.1,0.45,369.35,90.47,133.36,12.59,0.38,1.97
2013,9,5,4.73,7.21,0.46,377.1,92.16,136.03,12.85,0.38,1.98
2013,9,6,4.25,7.24,0.41,377.87,84.15,137.66,12.08,0.38,1.91
2013,9,7,5.07,7.3,0.49,373.09,98.77,138.22,13.75,0.41,2.16
2013,9,8,4.55,7.41,0.45,380.23,90.15,140.98,12.97,0.4,2.03
2013,9,9,4.17,7.15,0.41,360.03,78.87,130.1,11.08,0.34,1.75
2013,9,10,4.55,7.12,0.45,373.26,88.48,133.47,12.33,0.37,1.89
2013,9,11,4.11,7.18,0.4,383.08,80.72,136.12,11.39,0.34,1.73
2013,9,12,4.09,7.4,0.4,371.58,81.0,141.18,11.63,0.36,1.84
2013,9,13,4.96,7.43,0.48,374.98,97.11,141.38,13.65,0.41,2.11
2013,9,14,4.59,7.25,0.45,381.47,88.59,136.19,12.57,0.38,1.98
2013,9,15,4.0,7.2,0.39,392.11,78.41,136.2,11.05,0.34,1.72
2013,9,16,4.62,7.29,0.45,377.4,90.12,137.54,12.73,0.39,1.99
2013,9,17,3.15,7.29,0.3,379.01,61.31,138.52,9.07,0.28,1.44
2013,9,18,4.04,7.25,0.39,385.43,78.96,136.76,11.29,0.35,1.79
2013,9,19,3.58,7.08,0.34,379.74,68.41,131.06,9.69,0.3,1.5
2013,9,20,4.79,7.28,0.46,367.75,91.0,135.19,12.55,0.38,1.94
2013,9,21,5.98,7.42,0.58,362.05,114.67,139.98,15.52,0.46,2.41
2013,9,22,4.94,7.48,0.48,375.38,95.0,141.21,13.41,0.41,2.16
2013,9,23,5.16,7.39,0.5,374.18,99.67,139.75,13.73,0.42,2.21
2013,9,24,5.25,7.34,0.51,370.16,100.98,138.59,13.93,0.42,2.21
2013,9,25,4.97,7.57,0.48,351.38,93.86,138.8,13.22,0.41,2.13
2013,9,26,4.6,7.06,0.45,374.95,88.61,132.54,12.18,0.38,1.95
2013,9,27,3.93,6.97,0.38,379.71,77.45,132.26,10.79,0.33,1.67
2013,9,28,4.05,7.32,0.39,363.11,80.23,139.01,11.55,0.36,1.84
2013,9,29,3.7,7.39,0.36,375.82,73.88,141.0,10.91,0.35,1.8
2013,9,30,4.56,7.44,0.45,385.16,89.42,142.25,12.8,0.4,2.03
2013,10,1,4.95,7.41,0.48,382.95,97.86,141.45,13.84,0.43,2.21
2013,10,2,4.6,7.43,0.45,380.15,91.68,142.2,13.2,0.42,2.21
2013,10,3,3.7,7.26,0.36,377.38,71.86,137.69,10.48,0.32,1.65
2013,10,4,4.55,7.19,0.45,375.88,88.52,135.62,12.4,0.37,1.86
2013,10,5,5.21,7.41,0.51,369.55,101.05,140.22,13.98,0.4,2.04
2013,10,6,5.53,7.57,0.54,357.73,105.42,141.41,14.56,0.41,2.15
2013,10,7,4.78,7.35,0.47,372.88,92.07,138.33,12.91,0.39,2.0
2013,10,8,3.78,7.36,0.37,382.52,73.12,139.19,10.68,0.32,1.62
2013,10,9,4.21,7.33,0.41,376.03,81.14,138.66,11.57,0.34,1.72
2013,10,10,3.12,7.15,0.3,374.16,60.88,134.66,8.96,0.27,1.41
2013,10,11,4.56,7.35,0.45,362.48,87.25,136.09,12.52,0.39,2.04
2013,10,12,4.17,7.41,0.41,379.8,82.05,141.94,12.04,0.38,1.96
2013,10,13,3.84,7.35,0.38,380.72,76.56,142.02,11.34,0.35,1.8
2013,10,14,3.27,7.14,0.32,373.79,64.4,135.42,9.47,0.3,1.53
2013,10,15,3.67,7.17,0.36,379.45,72.53,136.77,10.7,0.34,1.78
2013,10,16,3.38,7.28,0.34,378.58,66.79,138.6,9.92,0.31,1.6
2013,10,17,4.5,7.31,0.45,389.46,88.07,139.55,12.68,0.4,2.02
2013,10,18,4.85,7.39,0.48,374.45,94.26,140.22,13.47,0.42,2.16
2013,10,19,5.35,7.35,0.53,371.92,104.15,139.84,14.46,0.45,2.32
2013,10,20,4.73,7.16,0.47,391.7,94.47,139.35,13.29,0.4,2.05
2013,10,21,3.45,7.28,0.34,379.65,69.12,139.22,10.29,0.33,1.67
2013,10,22,4.86,7.32,0.48,375.35,94.96,139.81,13.54,0.42,2.18
2013,10,23,4.81,7.26,0.48,376.01,94.36,139.2,13.38,0.41,2.1
2013,10,24,4.18,7.27,0.41,378.4,82.72,139.58,12.2,0.4,2.02
2013,10,25,5.05,7.27,0.5,377.61,97.98,138.24,13.88,0.43,2.19
2013,10,26,4.53,7.22,0.45,377.73,88.3,137.27,12.48,0.38,1.91
2013,10,27,3.94,7.4,0.39,357.7,75.92,138.11,11.22,0.35,1.8
2013,10,28,5.05,7.19,0.51,371.79,98.2,137.23,13.58,0.41,2.11
2013,10,29,3.56,7.08,0.36,383.58,71.43,136.51,10.41,0.33,1.7
2013,10,30,4.03,7.09,0.41,363.77,79.38,135.16,11.36,0.36,1.84
2013,10,31,2.36,7.21,0.23,372.76,48.2,138.18,7.48,0.23,1.2
2013,11,1,3.71,7.11,0.38,378.66,72.88,135.09,10.68,0.34,1.7
2013,11,2,3.86,7.16,0.39,389.1,75.91,136.27,11.22,0.35,1.79
2013,11,3,4.35,7.16,0.44,369.05,84.88,135.93,12.15,0.38,1.95
2013,11,4,3.14,7.04,0.32,370.8,62.33,134.07,9.35,0.3,1.49
2013,11,5,4.15,7.09,0.42,383.26,81.65,136.02,11.88,0.36,1.83
2013,11,6,3.78,7.02,0.38,376.05,74.67,133.87,10.83,0.33,1.7
2013,11,7,4.49,7.13,0.45,372.05,88.93,137.14,12.67,0.4,2.04
2013,11,8,4.89,7.02,0.5,360.99,93.9,132.65,13.04,0.39,2.02
2013,11,9,4.45,7.07,0.45,379.8,86.6,134.92,12.21,0.38,1.98
2013,11,10,4.17,6.99,0.42,381.13,81.86,133.43,11.77,0.37,1.88
2013,11,11,4.03,7.0,0.41,380.25,79.85,134.41,11.52,0.36,1.88
2013,11,12,4.26,7.2,0.44,364.35,81.55,134.44,11.8,0.38,1.96
2013,11,13,3.56,6.72,0.37,385.5,68.62,126.26,9.84,0.3,1.55
2013,11,14,3.99,6.78,0.41,385.37,77.64,130.04,11.1,0.35,1.8
2013,11,15,4.26,6.72,0.44,377.85,82.27,128.27,11.5,0.37,1.88
2013,11,16,3.91,6.87,0.41,388.09,77.29,131.73,11.05,0.36,1.85
2013,11,17,3.57,6.79,0.37,382.95,68.97,129.66,10.05,0.32,1.63
2013,11,18,3.94,6.99,0.41,383.16,75.64,133.66,11.12,0.36,1.85
2013,11,19,4.11,7.12,0.42,370.48,80.48,137.36,11.8,0.38,1.94
2013,11,20,4.36,6.99,0.45,373.99,85.96,134.1,12.48,0.4,2.05
2013,11,21,3.75,6.9,0.39,372.84,74.88,132.09,10.77,0.34,1.73
2013,11,22,4.34,6.75,0.45,368.99,84.87,128.26,12.15,0.38,1.94
2013,11,23,3.76,6.7,0.39,376.88,73.98,126.77,10.55,0.33,1.69
2013,11,24,3.18,6.86,0.33,380.12,63.47,130.95,9.59,0.3,1.55
2013,11,25,3.49,6.83,0.36,374.52,69.31,130.62,10.23,0.33,1.67
2013,11,26,4.26,6.68,0.45,380.15,83.31,126.55,11.7,0.36,1.86
2013,11,27,3.87,6.77,0.41,375.45,76.6,128.77,10.98,0.34,1.79
2013,11,28,3.91,7.03,0.41,362.18,75.36,130.66,10.97,0.35,1.8
2013,11,29,4.18,6.86,0.44,371.51,82.42,131.17,11.77,0.37,1.89
2013,11,30,4.08,6.92,0.43,377.35,80.27,133.72,11.79,0.37,1.88
2013,12,1,4.58,6.87,0.48,358.52,88.8,131.06,12.58,0.38,1.95
2013,12,2,3.3,6.91,0.34,372.91,65.12,132.67,9.85,0.31,1.58
2013,12,3,3.39,6.77,0.36,385.41,67.13,129.88,9.93,0.3,1.55
2013,12,4,4.21,6.72,0.45,387.74,82.16,128.87,11.69,0.35,1.81
2013,12,5,4.07,6.72,0.43,378.87,79.53,128.23,11.41,0.34,1.77
2013,12,6,4.5,6.78,0.48,375.91,87.46,129.43,12.29,0.37,1.88
2013,12,7,3.54,6.84,0.38,381.63,71.98,131.85,10.87,0.34,1.75
2013,12,8,3.52,6.79,0.38,380.29,70.78,130.24,10.61,0.34,1.8
2013,12,9,3.4,6.67,0.36,378.48,68.0,127.47,10.01,0.31,1.61
2013,12,10,3.86,6.71,0.41,379.8,76.37,128.08,10.92,0.34,1.71
2013,12,11,4.66,6.72,0.49,372.37,90.12,128.3,12.51,0.38,1.96
2013,12,12,4.35,6.7,0.46,379.02,85.08,127.82,11.95,0.37,1.91
2013,12,13,3.72,6.8,0.39,379.12,74.13,131.31,11.04,0.35,1.81
2013,12,14,4.44,7.07,0.47,366.02,84.59,132.77,12.22,0.38,2.0
2013,12,15,4.36,6.78,0.46,382.64,84.77,129.94,11.93,0.37,1.91
2013,12,16,3.93,6.64,0.41,384.95,78.5,128.05,11.18,0.35,1.8
2013,12,17,3.22,6.81,0.34,376.89,66.47,131.16,9.95,0.31,1.6
2013,12,18,3.43,6.6,0.37,384.09,69.77,126.09,10.23,0.32,1.63
2013,12,19,3.88,6.68,0.41,379.11,77.11,127.68,11.03,0.34,1.78
2013,12,20,3.88,6.76,0.41,393.93,77.7,130.15,11.24,0.35,1.82
2013,12,21,3.6,6.86,0.38,389.58,72.91,131.89,10.76,0.34,1.77
2013,12,22,3.21,6.84,0.34,388.84,64.34,131.0,9.59,0.3,1.56
2013,12,23,2.64,6.81,0.28,380.42,53.12,130.71,8.05,0.25,1.28
2013,12,24,4.1,6.85,0.44,370.88,80.15,130.79,11.6,0.35,1.78
2013,12,25,5.16,6.9,0.55,364.29,98.82,130.71,13.6,0.41,2.1
2013,12,26,4.36,6.73,0.46,377.94,84.48,128.9,11.86,0.35,1.84
2013,12,27,4.57,6.7,0.48,368.58,87.55,127.38,12.1,0.37,1.9
2013,12,28,5.32,6.76,0.56,367.75,101.91,128.64,13.8,0.4,2.08
2013,12,29,4.68,6.75,0.49,375.52,90.16,129.46,12.43,0.37,1.89
2013,12,30,4.64,7.07,0.49,361.52,88.48,132.62,12.61,0.38,1.98
2013,12,31,4.35,6.83,0.46,381.61,84.19,130.19,11.83,0.37,1.9
2014,1,1,3.97,6.78,0.42,382.94,79.07,131.73,11.38,0.37,1.9
2014,1,2,4.8,6.9,0.51,366.8,92.65,131.87,12.84,0.39,2.02
2014,1,3,4.51,6.89,0.48,378.52,86.99,131.69,12.16,0.38,1.93
2014,1,4,4.44,6.73,0.47,389.25,86.03,128.97,11.94,0.36,1.88
2014,1,5,3.95,6.6,0.41,392.98,76.48,126.38,10.77,0.34,1.72
2014,1,6,2.96,6.64,0.31,378.09,57.52,126.66,8.45,0.28,1.45
2014,1,7,3.72,6.97,0.39,378.66,72.66,134.93,10.76,0.36,1.83
2014,1,8,4.12,6.85,0.43,378.88,80.85,131.1,11.45,0.37,1.91
2014,1,9,3.48,6.67,0.37,385.16,67.84,126.87,9.8,0.3,1.57
2014,1,10,3.38,6.71,0.35,383.37,65.69,127.41,9.59,0.31,1.59
2014,1,11,3.84,6.87,0.4,385.58,74.43,131.27,10.86,0.34,1.73
2014,1,12,3.17,6.81,0.33,386.34,61.95,130.16,9.12,0.3,1.52
2014,1,13,4.95,6.9,0.52,380.66,95.21,131.11,13.11,0.4,2.09
2014,1,14,4.32,6.81,0.45,377.64,82.91,128.3,11.47,0.35,1.8
2014,1,15,4.43,7.02,0.46,362.91,83.52,129.72,11.8,0.38,1.94
2014,1,16,3.94,6.8,0.41,382.77,76.81,129.77,10.92,0.34,1.78
2014,1,17,4.54,6.78,0.47,381.61,87.84,129.77,11.99,0.36,1.88
2014,1,18,4.5,6.73,0.46,365.82,86.15,127.55,11.84,0.37,1.89
2014,1,19,3.52,6.73,0.36,384.84,67.66,127.86,9.88,0.32,1.66
2014,1,20,4.55,6.76,0.47,389.38,88.52,129.17,12.11,0.38,2.0
2014,1,21,2.62,6.92,0.27,389.55,51.99,132.45,7.79,0.25,1.25
2014,1,22,4.64,7.02,0.48,380.29,90.29,133.87,12.69,0.41,2.1
2014,1,23,4.58,7.04,0.47,383.86,88.83,134.58,12.51,0.4,2.07
2014,1,24,4.63,7.04,0.48,388.17,90.48,134.77,12.6,0.39,2.05
2014,1,25,4.15,6.9,0.42,376.85,80.38,130.59,11.38,0.37,1.88
2014,1,26,3.25,6.88,0.33,378.25,63.67,129.96,9.28,0.29,1.48
2014,1,27,4.83,6.91,0.49,372.14,92.73,130.58,12.68,0.39,2.02
2014,1,28,4.32,6.98,0.44,382.45,84.15,133.58,11.79,0.37,1.88
2014,1,29,3.95,6.86,0.4,382.95,76.65,129.23,10.83,0.34,1.73
2014,1,30,3.14,7.0,0.32,382.76,61.26,132.39,9.02,0.28,1.44
2014,1,31,3.88,7.16,0.39,383.72,75.48,136.16,10.84,0.34,1.77
2014,2,1,4.57,6.93,0.46,381.48,87.05,130.55,11.9,0.37,1.91
2014,2,2,3.72,6.85,0.38,387.41,72.53,130.24,10.3,0.33,1.68
2014,2,3,4.37,6.93,0.44,365.02,84.79,131.28,11.83,0.38,1.92
2014,2,4,4.06,6.85,0.41,376.38,79.24,129.23,11.09,0.35,1.84
2014,2,5,3.86,7.32,0.39,381.31,76.52,140.88,11.42,0.38,1.99
2014,2,6,4.75,7.16,0.48,376.84,91.8,136.05,12.97,0.41,2.14
2014,2,7,5.19,7.16,0.52,370.92,99.76,135.05,13.91,0.45,2.32
2014,2,8,4.23,6.92,0.42,381.57,81.99,130.73,11.32,0.37,1.92
