Fecha|Valor
2014-11-25 00:00:00|789.0
2014-11-26 00:00:00|782.0
2014-11-27 00:00:00|773.0
2014-11-28 00:00:00|763.0
2014-11-29 00:00:00|753.0
2014-11-30 00:00:00|742.0
2014-12-01 00:00:00|722.0
2014-12-02 00:00:00|708.0
2014-12-03 00:00:00|696.0
2014-12-04 00:00:00|678.0
2014-12-05 00:00:00|665.0
2014-12-06 00:00:00|645.0
2014-12-07 00:00:00|628.0
2014-12-08 00:00:00|612.0
2014-12-09 00:00:00|595.0
2014-12-10 00:00:00|578.0
2014-12-11 00:00:00|563.0
2014-12-12 00:00:00|545.0
2014-12-13 00:00:00|525.0
2014-12-14 00:00:00|525.0
2014-12-15 00:00:00|525.0
2014-12-16 00:00:00|525.0
2014-12-17 00:00:00|525.0
2014-12-18 00:00:00|523.0
2014-12-19 00:00:00|515.0
2014-12-20 00:00:00|506.0
2014-12-21 00:00:00|500.0
2014-12-22 00:00:00|493.0
2014-12-23 00:00:00|483.0
2014-12-24 00:00:00|471.0
2014-12-25 00:00:00|456.0
2014-12-26 00:00:00|441.0
2014-12-27 00:00:00|428.0
2014-12-28 00:00:00|428.0
2014-12-29 00:00:00|445.0
2014-12-30 00:00:00|450.0
2014-12-31 00:00:00|448.0
2015-01-01 00:00:00|438.0
2015-01-02 00:00:00|422.0
2015-01-03 00:00:00|408.0
2015-01-04 00:00:00|400.0
2015-01-05 00:00:00|400.0
2015-01-06 00:00:00|388.0
2015-01-07 00:00:00|378.0
2015-01-08 00:00:00|368.0
2015-01-09 00:00:00|354.0
2015-01-10 00:00:00|349.0
2015-01-11 00:00:00|338.0
2015-01-12 00:00:00|328.0
2015-01-13 00:00:00|313.0
2015-01-14 00:00:00|298.0
2015-01-15 00:00:00|283.0
2015-01-16 00:00:00|271.0
2015-01-17 00:00:00|255.0
2015-01-18 00:00:00|238.0
2015-01-19 00:00:00|224.0
2015-01-20 00:00:00|208.0
2015-01-21 00:00:00|198.0
2015-01-22 00:00:00|190.0
2015-01-23 00:00:00|188.0
2015-01-24 00:00:00|185.0
2015-01-25 00:00:00|180.0
2015-01-26 00:00:00|179.0
2015-01-27 00:00:00|175.0
2015-01-28 00:00:00|175.0
2015-01-29 00:00:00|170.0
2015-01-30 00:00:00|170.0
2015-01-31 00:00:00|170.0
2015-02-01 00:00:00|170.0
2015-02-02 00:00:00|167.0
2015-02-03 00:00:00|162.0
2015-02-04 00:00:00|160.0
2015-02-05 00:00:00|160.0
2015-02-06 00:00:00|165.0
2015-02-07 00:00:00|168.0
2015-02-08 00:00:00|170.0
2015-02-09 00:00:00|175.0
2015-02-10 00:00:00|180.0
2015-02-11 00:00:00|190.0
2015-02-12 00:00:00|190.0
2015-02-13 00:00:00|194.0
2015-02-14 00:00:00|198.0
2015-02-15 00:00:00|200.0
2015-02-16 00:00:00|200.0
2015-02-17 00:00:00|208.0
2015-02-18 00:00:00|211.0
2015-02-19 00:00:00|215.0
2015-02-20 00:00:00|218.0
2015-02-21 00:00:00|220.0
2015-02-22 00:00:00|225.0
2015-02-23 00:00:00|227.0
2015-02-24 00:00:00|230.0
2015-02-25 00:00:00|233.0
2015-02-26 00:00:00|235.0
2015-02-27 00:00:00|239.0
2015-02-28 00:00:00|240.0
2015-03-01 00:00:00|240.0
2015-03-02 00:00:00|240.0
2015-03-03 00:00:00|237.0
2015-03-04 00:00:00|230.0
2015-03-05 00:00:00|230.0
2015-03-06 00:00:00|228.0
2015-03-07 00:00:00|225.0
2015-03-08 00:00:00|225.0
2015-03-09 00:00:00|225.0
2015-03-10 00:00:00|240.0
2015-03-11 00:00:00|233.0
2015-03-12 00:00:00|228.0
2015-03-13 00:00:00|226.0
2015-03-14 00:00:00|226.0
2015-03-15 00:00:00|225.0
2015-03-16 00:00:00|228.0
2015-03-17 00:00:00|238.0
2015-03-18 00:00:00|245.0
2015-03-19 00:00:00|238.0
2015-03-20 00:00:00|228.0
2015-03-21 00:00:00|225.0
2015-03-22 00:00:00|238.0
2015-03-23 00:00:00|268.0
2015-03-24 00:00:00|283.0
2015-03-25 00:00:00|293.0
2015-03-26 00:00:00|304.0
2015-03-27 00:00:00|300.0
2015-03-28 00:00:00|298.0
2015-03-29 00:00:00|293.0
2015-03-30 00:00:00|283.0
2015-03-31 00:00:00|280.0
2015-04-01 00:00:00|275.0
2015-04-02 00:00:00|275.0
2015-04-03 00:00:00|275.0
2015-04-04 00:00:00|275.0
2015-04-05 00:00:00|275.0
2015-04-06 00:00:00|283.0
2015-04-07 00:00:00|293.0
2015-04-08 00:00:00|295.0
2015-04-09 00:00:00|300.0
2015-04-10 00:00:00|300.0
2015-04-11 00:00:00|300.0
2015-04-12 00:00:00|300.0
2015-04-13 00:00:00|300.0
2015-04-14 00:00:00|308.0
2015-04-15 00:00:00|311.0
2015-04-16 00:00:00|318.0
2015-04-17 00:00:00|328.0
2015-04-18 00:00:00|345.0
2015-04-19 00:00:00|361.0
2015-04-20 00:00:00|372.0
2015-04-21 00:00:00|386.0
2015-04-22 00:00:00|409.0
2015-04-23 00:00:00|422.0
2015-04-24 00:00:00|445.0
2015-04-25 00:00:00|479.0
2015-04-26 00:00:00|495.0
2015-04-27 00:00:00|512.0
2015-04-28 00:00:00|525.0
2015-04-29 00:00:00|530.0
2015-04-30 00:00:00|539.0
2015-05-01 00:00:00|548.0
2015-05-02 00:00:00|559.0
2015-05-03 00:00:00|565.0
2015-05-04 00:00:00|568.0
2015-05-05 00:00:00|558.0
2015-05-06 00:00:00|550.0
2015-05-07 00:00:00|550.0
2015-05-08 00:00:00|547.0
2015-05-09 00:00:00|538.0
2015-05-10 00:00:00|528.0
2015-05-11 00:00:00|523.0
2015-05-12 00:00:00|520.0
2015-05-13 00:00:00|520.0
2015-05-14 00:00:00|520.0
2015-05-15 00:00:00|520.0
2015-05-16 00:00:00|520.0
2015-05-17 00:00:00|523.0
2015-05-18 00:00:00|536.0
2015-05-19 00:00:00|553.0
2015-05-20 00:00:00|563.0
2015-05-21 00:00:00|575.0
2015-05-22 00:00:00|597.0
2015-05-23 00:00:00|622.0
2015-05-24 00:00:00|643.0
2015-05-25 00:00:00|669.0
2015-05-26 00:00:00|689.0
2015-05-27 00:00:00|707.0
2015-05-28 00:00:00|718.0
2015-05-29 00:00:00|723.0
2015-05-30 00:00:00|721.0
2015-06-01 00:00:00|750.0
2015-06-02 00:00:00|771.0
2015-06-03 00:00:00|790.0
2015-06-04 00:00:00|800.0
2015-06-05 00:00:00|807.0
2015-06-06 00:00:00|810.0
2015-06-07 00:00:00|820.0
2015-06-08 00:00:00|825.0
2015-06-09 00:00:00|825.0
2015-06-10 00:00:00|825.0
2015-06-11 00:00:00|825.0
2015-06-12 00:00:00|833.0
2015-06-13 00:00:00|850.0
2015-06-14 00:00:00|855.0
2015-06-15 00:00:00|869.0
2015-06-16 00:00:00|890.0
2015-06-17 00:00:00|918.0
2015-06-18 00:00:00|920.0
2015-06-19 00:00:00|926.0
2015-06-20 00:00:00|943.0
2015-06-21 00:00:00|965.0
2015-06-22 00:00:00|995.0
2015-06-23 00:00:00|1028.0
2015-06-24 00:00:00|1035.0
2015-06-25 00:00:00|1043.0
2015-06-26 00:00:00|1052.0
2015-06-27 00:00:00|1075.0
2015-06-28 00:00:00|1090.0
2015-06-29 00:00:00|1093.0
2015-06-30 00:00:00|1099.0
2015-07-01 00:00:00|1104.0
2015-07-02 00:00:00|1108.0
2015-07-03 00:00:00|1108.0
2015-07-04 00:00:00|1117.0
2015-07-05 00:00:00|1121.0
2015-07-06 00:00:00|1127.0
2015-07-07 00:00:00|1139.0
2015-07-08 00:00:00|1155.0
2015-07-09 00:00:00|1168.0
2015-07-10 00:00:00|1182.0
2015-07-11 00:00:00|1189.0
2015-07-12 00:00:00|1193.0
2015-07-13 00:00:00|1200.0
2015-07-14 00:00:00|1207.0
2015-07-15 00:00:00|1209.0
2015-07-16 00:00:00|1210.0
2015-07-17 00:00:00|1208.0
2015-07-18 00:00:00|1208.0
2015-07-19 00:00:00|1205.0
2015-07-20 00:00:00|1200.0
2015-07-21 00:00:00|1218.0
2015-07-22 00:00:00|1223.0
2015-07-23 00:00:00|1237.0
2015-07-24 00:00:00|1238.0
2015-07-25 00:00:00|1240.0
2015-07-26 00:00:00|1245.0
2015-07-27 00:00:00|1245.0
2015-07-28 00:00:00|1240.0
2015-07-29 00:00:00|1239.0
2015-07-30 00:00:00|1240.0
2015-07-31 00:00:00|1240.0
2015-08-01 00:00:00|1247.0
2015-08-02 00:00:00|1248.0
2015-08-03 00:00:00|1249.0
2015-08-04 00:00:00|1250.0
2015-08-05 00:00:00|1249.0
2015-08-06 00:00:00|1249.0
2015-08-07 00:00:00|1250.0
2015-08-08 00:00:00|1249.0
2015-08-09 00:00:00|1248.0
2015-08-10 00:00:00|1244.0
2015-08-11 00:00:00|1240.0
2015-08-12 00:00:00|1237.0
2015-08-13 00:00:00|1230.0
2015-08-14 00:00:00|1226.0
2015-08-15 00:00:00|1221.0
2015-08-16 00:00:00|1220.0
2015-08-17 00:00:00|1220.0
2015-08-18 00:00:00|1220.0
2015-08-19 00:00:00|1220.0
2015-08-20 00:00:00|1223.0
2015-08-21 00:00:00|1220.0
2015-08-22 00:00:00|1219.0
2015-08-23 00:00:00|1220.0
2015-08-24 00:00:00|1217.0
2015-08-25 00:00:00|1214.0
2015-08-26 00:00:00|1211.0
2015-08-27 00:00:00|1210.0
2015-08-28 00:00:00|1210.0
2015-08-29 00:00:00|1210.0
2015-08-30 00:00:00|1210.0
2015-08-31 00:00:00|1210.0
2015-09-01 00:00:00|1205.0
2015-09-02 00:00:00|1208.0
2015-09-03 00:00:00|1200.0
2015-09-04 00:00:00|1198.0
2015-09-05 00:00:00|1188.0
2015-09-06 00:00:00|1178.0
2015-09-07 00:00:00|1170.0
2015-09-08 00:00:00|1163.0
2015-09-09 00:00:00|1149.0
2015-09-10 00:00:00|1135.0
2015-09-11 00:00:00|1126.0
2015-09-12 00:00:00|1125.0
2015-09-13 00:00:00|1120.0
2015-09-14 00:00:00|1111.0
2015-09-15 00:00:00|1098.0
2015-09-16 00:00:00|1088.0
2015-09-17 00:00:00|1083.0
2015-09-18 00:00:00|1075.0
2015-09-19 00:00:00|1073.0
2015-09-20 00:00:00|1067.0
2015-09-21 00:00:00|1058.0
2015-09-22 00:00:00|1043.0
2015-09-23 00:00:00|1018.0
2015-09-24 00:00:00|995.0
2015-09-25 00:00:00|975.0
2015-09-26 00:00:00|955.0
2015-09-27 00:00:00|938.0
2015-09-28 00:00:00|924.0
2015-09-29 00:00:00|898.0
2015-09-30 00:00:00|872.0
2015-10-01 00:00:00|850.0
2015-10-02 00:00:00|830.0
2015-10-03 00:00:00|808.0
2015-10-04 00:00:00|785.0
2015-10-05 00:00:00|773.0
2015-10-06 00:00:00|763.0
2015-10-07 00:00:00|753.0
2015-10-08 00:00:00|743.0
2015-10-09 00:00:00|725.0
2015-10-10 00:00:00|705.0
2015-10-11 00:00:00|685.0
2015-10-12 00:00:00|665.0
2015-10-13 00:00:00|655.0
2015-10-14 00:00:00|653.0
2015-10-15 00:00:00|663.0
2015-10-16 00:00:00|673.0
2015-10-17 00:00:00|683.0
2015-10-18 00:00:00|693.0
2015-10-19 00:00:00|700.0
2015-10-20 00:00:00|700.0
2015-10-21 00:00:00|688.0
2015-10-22 00:00:00|680.0
2015-10-23 00:00:00|673.0
2015-10-24 00:00:00|663.0
2015-10-25 00:00:00|650.0
2015-10-26 00:00:00|650.0
2015-10-27 00:00:00|650.0
2015-10-28 00:00:00|643.0
2015-10-29 00:00:00|635.0
2015-10-30 00:00:00|635.0
2015-10-31 00:00:00|635.0
2015-11-01 00:00:00|630.0
2015-11-02 00:00:00|630.0
2015-11-03 00:00:00|630.0
2015-11-04 00:00:00|630.0
2015-11-05 00:00:00|630.0
2015-11-06 00:00:00|629.0
2015-11-07 00:00:00|628.0
2015-11-08 00:00:00|638.0
2015-11-09 00:00:00|647.0
2015-11-10 00:00:00|648.0
2015-11-11 00:00:00|652.0
2015-11-12 00:00:00|661.0
2015-11-13 00:00:00|668.0
2015-11-15 00:00:00|674.0
2015-11-16 00:00:00|672.0
2015-11-17 00:00:00|670.0
2015-11-18 00:00:00|665.0
2015-11-19 00:00:00|658.0
2015-11-20 00:00:00|650.0
2015-11-21 00:00:00|650.0
2015-11-22 00:00:00|648.0
2015-11-23 00:00:00|638.0
2015-11-24 00:00:00|626.0
2015-11-25 00:00:00|620.0
2015-11-26 00:00:00|617.0
2015-11-27 00:00:00|608.0
2015-11-28 00:00:00|600.0
2015-11-29 00:00:00|593.0
2015-11-30 00:00:00|587.0
2015-12-01 00:00:00|580.0
2015-12-02 00:00:00|574.0
2015-12-03 00:00:00|570.0
2015-12-04 00:00:00|570.0
2015-12-05 00:00:00|567.0
2015-12-06 00:00:00|560.0
2015-12-07 00:00:00|555.0
2015-12-08 00:00:00|549.0
2015-12-09 00:00:00|544.0
2015-12-10 00:00:00|539.0
2015-12-11 00:00:00|533.0
2015-12-12 00:00:00|527.0
2015-12-13 00:00:00|522.0
2015-12-14 00:00:00|515.0
